post_id,platform,content_format,content_genre,caption,locality,age_group,post_date,views,likes,shares,comments,trending
CHN01834,instagram,story,fitness,This workout routine completely transformed my energy levels,Anna Nagar,35-50,2024-12-24,22241,2386,706,306,False
CHN01835,instagram,carousel,technology,Privacy concerns with this app are genuinely worrying,Tambaram,13-17,2024-01-23,27680,2818,1211,570,False
CHN01836,tiktok,video,technology,Review of this device after 30 days of usage,Perambur,13-17,2024-05-16,48621,4983,1726,582,False
CHN01837,twitter,reply,finance,Banks keep adding hidden charges — absolutely infuriating,Perambur,35-50,2024-09-14,1961,238,44,29,False
CHN01838,twitter,tweet,food,Tried the new place in T Nagar — completely worth the hype!,Tambaram,25-34,2023-09-02,5936,262,300,125,False
CHN01839,youtube,short,technology,Review of this device after 30 days of usage,Chromepet,35-50,2024-06-23,77059,5655,3758,1034,False
CHN01840,instagram,post,education,Learning something new every single day — growth mindset 💡,OMR,35-50,2023-06-01,33463,2865,896,337,False
CHN01841,instagram,reel,technology,This new phone camera is absolutely incredible 📱,Tambaram,18-24,2024-05-25,31168,2250,1819,796,False
CHN01842,instagram,post,fashion,"Trying out a new aesthetic this week, let me know thoughts",OMR,18-24,2024-06-03,2676,105,130,66,False
CHN01843,instagram,story,fashion,Not sure about this trend honestly — feels overdone,Velachery,25-34,2023-09-10,12397,894,257,172,False
CHN01844,twitter,thread,fashion,Finally found the perfect fit for my style 🔥,OMR,18-24,2024-09-01,2107,227,64,63,False
CHN01845,twitter,tweet,fashion,This look is absolutely stunning — turning heads everywhere,Porur,35-50,2024-05-09,2355,346,86,29,False
CHN01846,instagram,carousel,education,Currently studying for my upcoming exam — wish me luck,Anna Nagar,18-24,2023-02-11,49284,3291,1466,560,False
CHN01847,twitter,thread,travel,Planning a solo trip next month — any suggestions?,Porur,18-24,2024-11-28,6973,410,140,149,False
CHN01848,instagram,carousel,fitness,Trying a new workout split this month — tracking progress,Tambaram,35-50,2023-10-25,907,53,51,12,False
CHN01849,instagram,reel,travel,Pondicherry weekend trip was absolutely magical 🌊,Tambaram,18-24,2024-02-02,33901,2788,843,764,False
CHN01850,youtube,live,food,Overpriced and underwhelming — will not be returning,Porur,18-24,2024-03-26,132840,17167,4886,2813,False
CHN01851,instagram,reel,technology,Privacy concerns with this app are genuinely worrying,Adyar,25-34,2023-06-09,6990,985,317,145,False
CHN01852,youtube,live,entertainment,This song has been on repeat and I still hate it somehow,Tambaram,13-17,2024-01-11,42822,3668,948,831,False
CHN01853,youtube,video,entertainment,Total waste of time — worst screenplay I have seen,Velachery,50+,2023-01-17,59555,5340,2504,1351,False
CHN01854,tiktok,stitch,technology,This new phone camera is absolutely incredible 📱,Adyar,50+,2023-08-14,2140,303,99,40,False
CHN01855,youtube,video,finance,Lost money following random stock tips online. Lesson learnt.,Tambaram,18-24,2023-02-21,81591,4793,1631,1201,False
CHN01856,youtube,short,entertainment,This song has been on repeat and I still hate it somehow,Porur,18-24,2023-08-13,197870,15154,4876,1362,True
CHN01857,youtube,video,food,Tried the new place in T Nagar — completely worth the hype!,Tambaram,25-34,2024-11-04,60236,2219,1179,1070,False
CHN01858,instagram,post,food,Simple home cooked meal today — nothing fancy,Anna Nagar,13-17,2024-12-16,49360,5743,2103,850,False
CHN01859,instagram,reel,travel,This hidden beach near Chennai is a total paradise!,Tambaram,25-34,2024-03-02,18946,1577,993,440,False
CHN01860,tiktok,duet,technology,This new phone camera is absolutely incredible 📱,Tambaram,18-24,2024-10-04,1535,127,41,45,False
CHN01861,youtube,short,fitness,Fitness influencers selling unrealistic body standards. Stop.,T Nagar,25-34,2024-01-23,8945,961,461,198,False
CHN01862,instagram,carousel,food,Really disappointed with the new menu changes here,T Nagar,18-24,2023-12-20,16428,1392,189,236,False
CHN01863,youtube,short,travel,This hidden beach near Chennai is a total paradise!,Nungambakkam,35-50,2023-10-08,52681,3856,1622,884,False
CHN01864,twitter,thread,education,Book review coming soon — interesting read so far,Adyar,25-34,2024-01-20,3815,140,105,37,False
CHN01865,tiktok,video,fashion,Not sure about this trend honestly — feels overdone,OMR,18-24,2023-10-14,58094,3242,2073,1358,False
CHN01866,tiktok,video,entertainment,Finished the series — mixed feelings overall honestly,T Nagar,18-24,2023-12-01,26110,2050,424,249,False
CHN01867,twitter,tweet,food,Overpriced and underwhelming — will not be returning,Velachery,25-34,2023-08-26,5003,208,125,137,False
CHN01868,instagram,story,fashion,Finally found the perfect fit for my style 🔥,Chromepet,25-34,2023-11-11,43272,5243,982,251,False
CHN01869,youtube,live,technology,This new phone camera is absolutely incredible 📱,T Nagar,25-34,2023-06-21,153490,17500,7627,2575,False
CHN01870,twitter,tweet,entertainment,Laughed so hard at this show — highly recommend binging,Chromepet,25-34,2024-04-10,4822,537,116,137,False
CHN01871,youtube,live,food,Really disappointed with the new menu changes here,OMR,25-34,2024-11-25,9206,1306,545,220,False
CHN01872,youtube,short,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,T Nagar,25-34,2024-01-08,113676,8693,6057,1063,False
CHN01873,instagram,reel,finance,Crypto market is a complete disaster right now. Stressed.,Porur,35-50,2024-05-07,47984,6412,2530,1344,False
CHN01874,instagram,reel,technology,This new phone camera is absolutely incredible 📱,Porur,25-34,2023-01-20,41643,6180,732,591,False
CHN01875,instagram,reel,education,Just completed my Python certification — so proud! 🎓,OMR,25-34,2024-03-06,33036,4839,1720,801,False
CHN01876,youtube,short,entertainment,Best Tamil film of the year without any question 🌟,Perambur,18-24,2024-03-09,36183,2064,1163,1079,False
CHN01877,instagram,carousel,food,"Exploring new cafes this weekend, stay tuned",Adyar,35-50,2024-10-24,15034,1215,697,313,False
CHN01878,youtube,live,education,This course completely changed how I think about data,Chromepet,25-34,2023-03-13,55965,5190,1844,534,False
CHN01879,instagram,carousel,education,This tutorial was completely wrong and wasted my time,Porur,35-50,2023-09-23,38329,1800,673,312,False
CHN01880,instagram,story,education,Learning something new every single day — growth mindset 💡,T Nagar,18-24,2024-09-08,17116,2061,316,337,False
CHN01881,tiktok,duet,technology,This new phone camera is absolutely incredible 📱,Adyar,35-50,2024-01-07,3778,173,192,76,False
CHN01882,twitter,reply,finance,Monthly budget review — transparent breakdown coming up,Tambaram,25-34,2023-11-29,2545,170,83,64,False
CHN01883,tiktok,stitch,travel,Ooty in monsoon season is breathtakingly beautiful ☁️,Chromepet,25-34,2024-07-07,88534,3313,3925,1765,False
CHN01884,twitter,reply,travel,Worst travel experience of my life — avoid this agency,T Nagar,18-24,2023-12-01,1844,167,86,10,False
CHN01885,instagram,carousel,travel,This hidden beach near Chennai is a total paradise!,T Nagar,50+,2024-10-14,18188,2582,289,505,False
CHN01886,instagram,reel,entertainment,Best Tamil film of the year without any question 🌟,Porur,35-50,2023-06-05,42558,1338,1090,1175,False
CHN01887,youtube,video,food,The service was terrible and food arrived cold. Avoid.,Velachery,35-50,2023-02-06,171997,7064,7102,3311,True
CHN01888,tiktok,duet,food,Best filter coffee in Chennai — no debate needed ☕,T Nagar,35-50,2023-03-31,35760,2555,814,444,False
CHN01889,youtube,live,fashion,Not sure about this trend honestly — feels overdone,T Nagar,35-50,2023-12-16,93637,6354,4766,1133,False
CHN01890,instagram,post,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Porur,18-24,2024-06-07,4888,361,227,29,False
CHN01891,tiktok,duet,fashion,Not sure about this trend honestly — feels overdone,OMR,35-50,2024-01-16,67880,3903,3719,1617,False
CHN01892,youtube,short,education,Currently studying for my upcoming exam — wish me luck,T Nagar,18-24,2024-03-19,4089,292,166,117,False
CHN01893,youtube,video,travel,This hidden beach near Chennai is a total paradise!,Nungambakkam,25-34,2023-11-22,70123,6994,3437,1190,False
CHN01894,youtube,video,fashion,"Trying out a new aesthetic this week, let me know thoughts",Tambaram,18-24,2024-06-25,21971,695,955,376,False
CHN01895,youtube,short,technology,Review of this device after 30 days of usage,Velachery,18-24,2023-06-11,127791,12513,7042,795,False
CHN01896,youtube,video,finance,Lost money following random stock tips online. Lesson learnt.,Nungambakkam,25-34,2023-02-21,192140,20440,7216,2563,True
CHN01897,instagram,reel,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Nungambakkam,50+,2024-09-27,12083,1713,363,102,False
CHN01898,instagram,carousel,entertainment,Best Tamil film of the year without any question 🌟,OMR,18-24,2023-02-07,2715,356,155,59,False
CHN01899,tiktok,video,fashion,Finally found the perfect fit for my style 🔥,Perambur,25-34,2023-03-22,78729,4734,1058,1215,False
CHN01900,youtube,live,food,Best filter coffee in Chennai — no debate needed ☕,Adyar,35-50,2024-05-25,28155,1187,936,836,False
CHN01901,twitter,thread,fitness,Hit a new personal best today — months of hard work paid off!,Anna Nagar,35-50,2024-09-06,9513,1169,508,189,False
CHN01902,instagram,carousel,entertainment,Total waste of time — worst screenplay I have seen,OMR,35-50,2024-09-20,1340,85,72,25,False
CHN01903,youtube,short,food,The service was terrible and food arrived cold. Avoid.,OMR,25-34,2023-03-01,15095,1964,782,123,False
CHN01904,twitter,tweet,travel,Road trip highlights from last weekend — part one,T Nagar,35-50,2023-11-10,4905,281,120,134,False
CHN01905,youtube,video,fitness,Hit a new personal best today — months of hard work paid off!,T Nagar,18-24,2023-12-28,67596,7448,838,1925,False
CHN01906,instagram,post,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,T Nagar,25-34,2023-12-25,1578,216,74,18,False
CHN01907,tiktok,stitch,entertainment,This song has been on repeat and I still hate it somehow,OMR,35-50,2024-04-21,83675,11993,4538,1095,False
CHN01908,youtube,short,fashion,Why does fast fashion keep failing us? So frustrating,Anna Nagar,25-34,2023-05-28,19089,1041,339,343,False
CHN01909,instagram,reel,food,Best filter coffee in Chennai — no debate needed ☕,Nungambakkam,35-50,2023-12-10,40766,6076,1701,691,False
CHN01910,instagram,reel,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Nungambakkam,13-17,2023-03-12,45992,1532,2508,388,False
CHN01911,instagram,story,fashion,Finally found the perfect fit for my style 🔥,OMR,50+,2023-01-15,37711,3142,1723,705,False
CHN01912,instagram,post,fashion,Why does fast fashion keep failing us? So frustrating,Perambur,35-50,2023-12-09,22947,3255,245,315,False
CHN01913,twitter,reply,food,"Exploring new cafes this weekend, stay tuned",Chromepet,35-50,2023-01-20,2842,233,150,56,False
CHN01914,twitter,reply,travel,Worst travel experience of my life — avoid this agency,Adyar,25-34,2023-05-20,437,64,12,12,False
CHN01915,twitter,thread,technology,Just upgraded my setup — productivity through the roof!,Porur,35-50,2024-09-05,9040,442,252,253,False
CHN01916,twitter,tweet,fashion,Why does fast fashion keep failing us? So frustrating,T Nagar,25-34,2024-09-14,8300,1054,375,131,False
CHN01917,tiktok,duet,education,This course completely changed how I think about data,Porur,18-24,2023-06-27,66091,9840,3339,1590,False
CHN01918,instagram,carousel,entertainment,Finished the series — mixed feelings overall honestly,Adyar,18-24,2023-12-04,48698,3089,2805,307,False
CHN01919,tiktok,duet,fashion,This collection is disappointing compared to last season,Anna Nagar,18-24,2024-08-26,91954,3851,3054,2199,False
CHN01920,instagram,carousel,fitness,Trying a new workout split this month — tracking progress,Adyar,25-34,2023-06-18,6229,739,159,93,False
CHN01921,tiktok,video,food,Tried the new place in T Nagar — completely worth the hype!,Tambaram,25-34,2023-09-23,9700,761,524,105,False
CHN01922,youtube,live,education,Learning something new every single day — growth mindset 💡,OMR,25-34,2023-10-02,113987,16029,5062,3184,False
CHN01923,youtube,video,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Nungambakkam,50+,2023-01-15,111170,11220,4401,1284,False
CHN01924,tiktok,duet,travel,Ooty in monsoon season is breathtakingly beautiful ☁️,Anna Nagar,13-17,2023-06-03,9664,391,111,118,False
CHN01925,twitter,reply,education,Book review coming soon — interesting read so far,OMR,35-50,2023-11-02,6713,321,277,129,False
CHN01926,instagram,story,food,"Exploring new cafes this weekend, stay tuned",Chromepet,50+,2023-02-06,24486,3524,1023,712,False
CHN01927,instagram,post,fitness,Rest day today — recovery is just as important as training,Chromepet,50+,2024-10-03,38510,4148,1818,1149,False
CHN01928,youtube,live,travel,Pondicherry weekend trip was absolutely magical 🌊,Anna Nagar,25-34,2024-05-05,178273,19379,3468,943,True
CHN01929,youtube,short,education,Learning something new every single day — growth mindset 💡,Nungambakkam,35-50,2023-01-13,123489,4408,4479,1002,False
CHN01930,youtube,video,travel,Road trip highlights from last weekend — part one,OMR,18-24,2024-07-12,13512,1472,369,246,False
CHN01931,tiktok,duet,fashion,Neutral look today — just keeping it simple and clean,Perambur,50+,2023-12-12,91262,7048,4352,1189,False
CHN01932,twitter,tweet,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Tambaram,25-34,2024-05-10,8721,338,353,133,False
CHN01933,instagram,post,fashion,This collection is disappointing compared to last season,Nungambakkam,25-34,2023-03-17,31647,3838,1039,296,False
CHN01934,youtube,live,finance,Just made my first profitable investment — so exciting! 📈,Anna Nagar,18-24,2024-10-02,56988,8486,3122,1496,False
CHN01935,youtube,live,entertainment,Total waste of time — worst screenplay I have seen,Anna Nagar,35-50,2024-08-07,157519,22331,4549,2003,False
CHN01936,instagram,reel,technology,Privacy concerns with this app are genuinely worrying,Anna Nagar,35-50,2024-06-17,23658,1672,788,212,False
CHN01937,instagram,story,finance,Monthly budget review — transparent breakdown coming up,Velachery,25-34,2024-11-06,34949,2519,456,399,False
CHN01938,youtube,short,entertainment,New episode drops tonight — no spoilers in comments please,Perambur,25-34,2023-08-27,114802,10261,5794,2548,False
CHN01939,twitter,tweet,entertainment,Finished the series — mixed feelings overall honestly,T Nagar,18-24,2023-12-13,9760,1223,319,101,False
CHN01940,instagram,reel,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Anna Nagar,18-24,2023-08-08,7711,732,152,120,False
CHN01941,tiktok,stitch,fashion,Finally found the perfect fit for my style 🔥,Velachery,25-34,2023-11-30,52729,5544,1321,289,False
CHN01942,twitter,thread,entertainment,New episode drops tonight — no spoilers in comments please,Tambaram,35-50,2024-11-29,6261,285,169,57,False
